Word,Polar
邪路,-1
勃勃,1
拘留处,-1
非正式,-1
奢糜,-1
先知,1
神志正常,1
尧舜,1
名师,1
忧郁,-1
绝着,1
明明,1
丰足,1
静悄,1
谐和,1
沮丧的,-1
疼惜,1
履行,1
落寞,-1
狃,-1
极好,1
顽强地,-1
讲,1
不会的,-1
表示坏情感,-1
通俗易懂,1
里手,1
使更坏,-1
为荣,1
使休克,-1
渴望获得,1
深渊,-1
无畏,1
死老太婆,-1
藏掖,-1
迂回,-1
发呆,-1
点破,1
称美,1
死肥猪,-1
值得赞美的,1
服罪,-1
取笑,-1
名不副实,-1
亏缺,-1
玩火自焚,-1
心满意足,1
真话,1
使胆寒,-1
心地不好的,-1
冷峻,-1
多福,1
瘆得慌,-1
哀艳,1
搞乱,-1
不庄重的,-1
雅量,1
帮教,1
扬眉奋髯,1
不恰当地,-1
魔鬼似,-1
车水马龙,1
伴侣,1
金玉满堂,1
文痞,-1
生动,1
机车,-1
大噪,-1
基础,1
绚烂,1
打入冷宫,-1
不详,-1
所向无敌,1
生活艰苦,-1
不成材,-1
未得到,-1
有朝气,1
腐败,-1
腐化,-1
身手,1
系,-1
被弄死,-1
砥柱,1
逆子,-1
抓辫子,-1
中断,-1
茁,1
心惊胆颤,-1
浏,1
馈送,1
心情舒畅的,1
激发,1
足够的,1
用滥,-1
大败,-1
窃据,-1
应该谴责的,-1
笨拙地说出,-1
迷蒙蒙,-1
不堪一击,-1
粗陋,-1
厕足,-1
绕圈子的,-1
神经病患者,-1
执拗,-1
否决权,-1
因地制宜,1
荒谬,-1
使厌倦的,-1
领先,1
拉拢,-1
不信,-1
夸夸其谈,-1
浩浩,1
不落俗套,1
留连,1
懒惰鬼,-1
外伤的,-1
妄人,-1
致命,-1
迷惑,-1
揖,1
可靠性,1
实事求是,1
难控制的,-1
胜券,1
疼痛,-1
叱骂,-1
不死心,-1
怨天尤人,-1
有魔力的,1
万岁,1
急忙地讲,-1
有够,-1
不诚实的,-1
掉价,-1
赖子,-1
有缺陷的,-1
蔫不悄儿,1
谎报,-1
逞能,-1
老成,1
疲弱,-1
以德报怨,1
豪华,1
狗嘴,-1
恩惠,1
冷淡,-1
草鸡,-1
中肯,1
有光泽的,1
一致的,1
侵害,-1
发烧,-1
古典,1
双料,1
康宁,1
终止,-1
一张臭脸,-1
烈酒,-1
解扣儿,1
满座,1
僵痛的,-1
锱铢必较,-1
难驾驭,-1
悦,1
不便,-1
胜任的,1
恶贯满盈,-1
顶礼,1
目空一切,-1
玉液,1
满怀敬畏的,1
浊流,-1
声誉好,1
病态,-1
无可争辩的,-1
舒,1
熹微,-1
风采,1
暗娼,-1
胜会,1
轻佻,-1
心如刀割,-1
探究,1
一气之下,-1
令人满意,1
扯后腿,-1
羞愤,-1
大而化之,-1
争辩,-1
易控制的,1
无德,-1
厚颜,-1
刚毅的,1
暴露,-1
使临险境,-1
差役,-1
难得,1
健康的,1
阴谋,-1
粗笨,-1
布置地雷或水雷,-1
显豁,1
向..挑战,-1
胡子拉茬,-1
萧森,-1
苦味,-1
发育完全,1
顺从的,1
悠扬,1
清亮亮,1
积聚钱财,-1
雅言,1
精神,1
博引,1
勃兴,1
冷血,-1
万花筒似,-1
深入浅出,1
道贺,1
属意,1
痴人说梦,-1
消极的,-1
私枭,-1
不振,-1
洗劫,-1
惹怒,-1
网罗,-1
兽性,-1
病病歪歪,-1
动干戈,-1
履险如夷,1
垂范,1
繁盛的,1
丑恶的,-1
背地,-1
慷慨的行为,1
睡不着,-1
兔子不吃窝边草,-1
台独,-1
决定,1
赶尽杀绝,-1
幽暗,-1
虚饰,-1
改变成,-1
铁流,1
光荣,1
令人愉快的,1
温情脉脉,1
博爱的,1
锋芒毕露,-1
官倒,-1
神志正常的,1
不畏艰险,1
雪特,-1
冷清清,-1
睖睁,-1
荣幸,1
旷达,1
败絮,-1
遵循,1
夷灭,-1
秀色,1
光洁,1
理屈,-1
不检,-1
鸟样,-1
痛责,-1
刑事被告,-1
粗实,1
内难,-1
缠手,-1
事态,-1
无怜悯心,-1
熙,1
仰望,1
探讨,1
奉迎,1
生产多,1
义务,1
扭曲,-1
未知,-1
呶呶,-1
怀敌意,-1
溜边,-1
无道德观念,-1
责怨,-1
申冤,1
私生,-1
分明,1
好生生,1
挥猛烈冲打,-1
哿,1
发出尖锐,-1
划一不二,1
老师,1
擅权,-1
假装,-1
创新的,1
飞笔,1
独断专行,-1
突袭,-1
尖叫声,-1
难控制,-1
死地,-1
抽抽儿,-1
一气,-1
呕吐物,-1
人渣,-1
轻侮,-1
病夫,-1
蔫不声,1
抽象,-1
落後,-1
耍横,-1
骑虎难下,-1
含混不清,-1
混沌,-1
毫厘不爽,1
嫉妒的,-1
开拓型,1
横心,1
虚情假意,-1
风趣,1
皮相,-1
臆说,-1
悦耳,1
暗算,-1
不舒服的,-1
说反话的,-1
紧张不安的,-1
长于,1
从轻,1
得手,1
详备,1
心口如一,1
匪谍,-1
新风,1
串连,-1
背靠背,-1
出名的,1
皮实,1
双喜,1
拉长个脸,-1
暴虐,-1
后悔莫及,-1
澄,1
高谈阔论,-1
矮小的东西,-1
鸿,1
丢脸的,-1
惶惑,-1
秃头,-1
豪杰,1
至高,1
清晖,1
保值,1
不足的,-1
火热,1
冒火,-1
眼睛瞎调,-1
不牢固的,-1
全,1
富足,1
馈献,1
心细,1
细致优雅,1
情不自禁,1
白区,-1
促进,1
怒斥,-1
奇怪,-1
奋斗,1
诚意,1
颂扬,1
丰硕,1
正面,1
颓废者,-1
穷途末路,-1
红心,1
使朦胧,-1
行,1
无礼,-1
东窗事发,-1
良图,1
掳掠,-1
负荷,-1
出笼,-1
云蒸霞蔚,1
乘龙,1
耻骂,-1
桃李,1
回味,1
暴动,-1
既往不咎,1
蛮横,-1
不确切,-1
漫无目标,-1
轻巧,1
歉甚,-1
自信满满,1
丢三落四,-1
拜望,1
垂头丧气的,-1
被弄髒,-1
变态性欲者,-1
肥胖,-1
出众的,1
滴里嘟噜,-1
断开,-1
曼,1
白璧无瑕,1
毒,-1
对味儿,1
匪穴,-1
慢性,-1
绞痛,-1
好容易,-1
老大,-1
舒快,1
叨唠,-1
不能征服的,-1
无限,1
失业者的,-1
温文儒雅的,1
阻挠,-1
茂盛的,1
轧轧,-1
耍起狠,-1
蜕化变质,-1
愁肠,-1
以讹传讹,-1
姣好,1
激动人心,1
繁难,-1
斜,-1
无所畏惧,1
反动的,-1
看不惯,-1
诛戮,-1
确凿无疑,1
为所欲为,-1
起阻碍作用,-1
诚挚的,1
欺诈性,-1
发出嘈杂的声音,-1
荒年的,-1
太过,-1
乱批评,-1
惊骇,-1
低能,-1
瞎眼,-1
暴雨,-1
信誉,1
三心二意,-1
周到,1
寒心,-1
大事,1
气冲冲,-1
请功,1
呆笨的,-1
宏论,1
受气,-1
许,1
大胖子,-1
飞短流长,-1
阒寂,1
伉俪,1
倾心,1
省心,1
易理解,1
无端端,-1
雅趣,1
空话,-1
哀痛欲绝,-1
金晃晃,1
幸福,1
浃,1
乱用,-1
风声鹤唳,-1
光明,1
后门,-1
背兴,-1
幽宛,1
长夜,-1
无依,-1
请安,1
更恶劣的事,-1
秋波,1
齐整,1
班房,-1
油,-1
安静的,1
死不瞑目,-1
作嗓子,-1
一再,-1
值得注意地,1
形容枯槁,-1
乐滋滋,1
杌,-1
滢,1
贫苦,-1
敌酋,-1
负担,-1
美梦,1
灼然,1
锐,1
恕宥,-1
为公忘私,1
主动的,1
名作,1
奖励,1
草菅人命,-1
流浪人,-1
刻意,1
工作过度的,-1
骗局,-1
怀疑论的,-1
英勇,1
参谒,1
不巧,-1
劲旅,1
谨饬,1
逼迫,-1
较真,1
挤满,-1
二五眼,-1
不关,-1
致富,1
补助,1
残疾,-1
弊病,-1
心向,1
重大的,1
过世,-1
葱茂,1
神志清明的,1
夸张,-1
限止,-1
体贴,1
日暮途穷,-1
好心情,1
缩手缩脚,1
尚未,-1
睿,1
公平的,1
萧飒,-1
问候,1
缠绕,-1
骂得狗血淋头,-1
感恩戴德,1
泪下,-1
争论,-1
喜感,1
奇妙,1
款待,1
强悍,1
论调,-1
秉性剌戾,-1
惊惧,-1
巫婆,-1
占据,-1
憝,-1
反对称,-1
可靠,1
昂扬,1
贬低..,-1
本末倒置,-1
不显眼,-1
牢实,1
毫不费力,1
懈劲,-1
穿不出去,-1
高标号,1
薄弱,-1
浪,-1
遮暗,-1
轰动一时的,-1
乌洞洞,-1
怒气,-1
前瞻性,1
勐,1
鲠直,1
顶数,1
赞誉,1
畸,-1
不流动的,-1
至尊,1
剿说,-1
习性,-1
肥美,1
萧洒,1
告密者,-1
好争论,-1
阻拦,-1
不可容忍,-1
爱戴,1
不合意,-1
脾气火暴,-1
大错特错,-1
精微,1
正凶,-1
精明,1
牟利,-1
分泌毒液,-1
空疏,-1
强嘴,-1
健全的,1
满怀,1
伧,-1
快人,1
使变得不愉快,-1
不可讳言,-1
令人作呕,-1
气度恢宏,1
拉屎,-1
侵略,-1
装傻,-1
长寿,1
大骂,-1
够味儿,1
重要,1
亲聆,1
秀劲,1
勒除,-1
仗势,-1
波谲云诡,-1
无利益,-1
保释,1
有声有色,1
直性,1
新奇,1
前愆,-1
与..格斗,-1
仇佛蔑僧,-1
伤心的,-1
使忧伤,-1
利己主义的,-1
莽莽苍苍,-1
不谨慎的,-1
详尽的,1
束手,-1
健硕,1
污秽,-1
轻率,-1
明知故犯,-1
止步,-1
卓绝,1
敌对的,-1
轻浮,-1
不流行,-1
完美,1
死,-1
无益的,-1
见闻,1
骂他,-1
永恒的,1
通彻,1
不受欢迎的,-1
透彻,1
没动逃,-1
厌气,-1
素雅,1
丽人,1
威风,1
制胜,1
吃不下,-1
灯火通明,1
斗巧,1
上进,1
真是蠢,-1
奉若神明,1
擦破,-1
大洪水,-1
尚好,1
私密,-1
金言,1
泪流满面,-1
坏水,-1
暴利,-1
安适的,1
侃侃,1
财迷,-1
喜形于色,1
接引,1
兴致勃勃,1
处於不利,-1
雄奇,1
锋芒,1
虚妄,-1
喜好,1
焦心,-1
嗲,-1
扼要,1
绵甜,1
失业的,-1
不纯洁,-1
草菅,-1
酣梦,1
灵敏,1
伦理的,1
长的丑并不是你的错,-1
发出撞击声,-1
浓丽,1
高尚的,1
倾销商品,-1
老猴,-1
乖僻,-1
筹划,1
没有经验的,-1
反动派,-1
贫乏的,-1
飘零,-1
违建,-1
自强,1
端丽,1
评价颇高,1
丁宁,1
有气,-1
悲痛欲绝,-1
简劲,1
摭,-1
熙攘,1
当面,1
实话,1
少烦我,-1
玄远,1
高明,1
不一致,-1
不能辨别的,-1
了草,-1
按期,1
算你厉害,-1
老朽,-1
不能解释的,-1
催迫,-1
使灰心,-1
倒彩,-1
蔚然,1
奇丑无比,-1
打入地狱,-1
谦恭的,1
情况不好,-1
乖舛,-1
含羞,-1
没脑袋,-1
龟缩,-1
苦干,-1
简陋的,-1
旧帐,-1
护航,1
守岁,1
覆雨翻云,-1
坐收渔利,-1
向着,1
走私,-1
巨著,1
大势,1
不对头,-1
塌实,1
中看,1
尖声喊叫,-1
不伦不类,-1
无风生浪,-1
忸怩作态,-1
死不,-1
低卑,-1
冤屈,-1
离散,-1
辛辣,-1
深情,1
博识,1
冰肌玉骨,1
颓放,-1
魔王,-1
发觉,1
自拔,1
使孤寂,-1
不为人喜的,-1
侵犯的,-1
馨香,1
柔美,1
离开正道的,-1
撒野,-1
简括,1
破灭,-1
杂遝,-1
爱侣,1
人情,1
万马奔腾,1
觞咏,1
刁顽,-1
适於屠宰,-1
骁勇,1
绥,1
遇害,-1
赘疣,-1
贫嘴薄舌,-1
不参加,-1
春心,1
要闻,1
变清,1
煞车,-1
贰臣,-1
自闭,-1
抱恨终天,-1
混江湖,-1
谆谆,1
倡首,1
造成损害的,-1
珍爱的,1
血口,-1
沉沦,-1
长辈,1
惰性,-1
诱使,-1
抗争,1
幽忧,-1
痛恨,-1
斩首,-1
壮烈,1
随便地放置,-1
险阻,-1
退落,-1
惨死,-1
变髒,-1
要,1
甩了,-1
漏球,-1
遇难,-1
有进取精神,1
昏天黑地,-1
精绝,1
无效能,-1
明,1
本份,1
不情愿,-1
偏私,-1
慧眼独具,1
事端,-1
碎片,-1
皓,1
缥缈,-1
恶果,-1
病菌,-1
面斥,-1
名菜,1
不成为问题,1
健朗,1
记功,1
被骗,-1
临死的痛苦,-1
从优,1
钦服,1
神妙,1
顾惜,1
筹募,1
脆爽,1
普照,1
得用,1
无依无靠,-1
沦丧,-1
异乎寻常,-1
盲信的,-1
摧枯拉朽,1
探求,1
任性的举动,-1
生活放荡的人,-1
尊重人的,1
精洁,1
光,1
陈腐,-1
驳回,-1
犯贱,-1
白痴般,-1
痞子,-1
煽惑,-1
质量差,-1
无可比拟,1
不甘心,-1
危机四伏,-1
容易亲近的,1
灰心的,-1
诙谐的,1
惴惴不安,-1
拉帮结派,-1
答谢,1
红火,1
不文明,-1
控制,-1
言之成理,1
使渗漏,-1
可喜,1
言行一致,1
狼狈,-1
能力,1
易管理的,1
矫揉造作的,-1
坦诚,1
遗失,-1
惨事,-1
蹀血,-1
畏首畏尾,-1
对立,-1
泪动,-1
谨慎,1
好玩儿,1
滥砍,-1
有福,1
懋,1
被撕破,-1
乘势,-1
坏处,-1
首犯,-1
省便,1
简朴的,1
善辩,1
长项,1
萎靡不振,-1
犬儒,-1
玩弄,-1
怕生,-1
惹上,-1
鼠目寸光,-1
大海捞针,-1
惹是非,-1
放任自流,-1
熙熙攘攘,1
顾虑重重,-1
寄生虫,-1
有把握,1
冷销,-1
乱离,-1
愚钝的,-1
赊欠,-1
尖啸,-1
人身攻击,-1
反击,-1
瘦弱,-1
独出心裁,1
违禁,-1
同心,1
无人过问,-1
口碑,1
感到忧虑,-1
意意思思,-1
稳当,1
赏罚分明,1
有头脑的,1
温柔亲切的,1
笃厚,1
异乎寻常的,-1
嫌恶的,-1
才怪,-1
被碾碎,-1
誓愿,1
慢性的,-1
挥斥,1
舍己为人,1
翠微,1
旺健,1
及时,1
挥霍的,-1
肇祸,-1
凑什麽热闹,-1
乐融融,1
志气,1
胆量,1
先驱者,1
外伤,-1
果敢,1
难以沟通,-1
有教育意义的,1
用旧,-1
延误,-1
赘词,-1
同流合污,-1
拜候,1
约略,-1
注,1
搞钱,-1
充满危机,-1
巧手,1
作践,-1
轰炸,-1
大显身手,1
一丝不苟,1
猥陋,-1
纯良,1
人祸,-1
等量齐观,-1
遗失者,-1
美貌,1
仁义,1
行家,1
富有弹性,1
衷情,1
臭气,-1
非正义,-1
使得灾祸,-1
芊绵,1
从不,1
小气的,-1
怒叱,-1
偷闲,-1
权益,1
油光光,1
碧蓝,1
学好,1
三下五除二,1
噘起,-1
达人,1
掠取,-1
仙女,1
卖友,-1
寡了叭叽,-1
逼供,-1
本领,1
慢吞吞,-1
狐假虎威,-1
罚款,-1
为..报复,-1
推重,1
搬弄是非,-1
背地里,-1
妍丽,1
丑丑,-1
踹开,-1
如野兽般的,-1
妄语,-1
嘲笑着说,-1
半透明,1
恭候,1
迷离倘恍,-1
杀机,-1
器识,1
斗,-1
长短,-1
道德不好,-1
圣明,1
置疑,-1
忘情,-1
沁凉,1
折本,-1
浑身是胆,1
沈沈不乐的,-1
摆份儿,-1
挂名,-1
笑死,1
头壳坏去,-1
作为,1
使加深,-1
惊醒,-1
积欠,-1
孝行,1
势利眼,-1
琳琅,1
苦大仇深,-1
大量喷出,-1
凌云,1
败德的,-1
活灵活现,1
唯恐天下不乱,-1
和声,1
倾向,1
灵巧,1
有地位,1
白纸黑字,1
生拉硬拽,-1
摆布,-1
唯利是图,-1
荣誉的,1
学识,1
意见,-1
鬼鬼祟祟的人,-1
坐误,-1
形格势禁,-1
大好,1
变幻,-1
悲观地,-1
很有抱负,1
美言,1
天杀的,-1
詈,-1
可恨,-1
丢脸的事,-1
做贼心虚,-1
帮助脱离困境,1
惊讶,-1
污的,-1
节奏,1
清楚易懂的,1
责备话,-1
产量多,1
开绿灯,1
互相密合着,1
顿悟,1
羞怯怯,-1
呆头呆脑,-1
使空转,-1
不能胜任的,-1
报仇,-1
气死人,-1
欺负,-1
打眼,1
昌盛,1
怛,-1
雾里看花,-1
精严,1
周折,-1
天真的,1
至关紧要,1
朴素的,1
内向型,1
酷刑,-1
严慈,1
悲叹,-1
雅饬,1
有据,1
拉拉杂杂,-1
灵清,1
不可逆转,-1
惨痛,-1
馀地,-1
篡夺,-1
发狠,-1
谧静,1
破坏活动,-1
贼赃,-1
不可理喻,-1
掺假,-1
富有魅力,1
声望,1
师友,1
精通的,1
前後颠倒,-1
乱子,-1
给..不快之感,-1
不忠,-1
揶揄,-1
酸臭,-1
勇武,1
喧嚣声,-1
成熟,1
及时雨,1
高高兴兴,1
利用,-1
冥思苦想,1
亭匀,1
有威严的,1
绚丽多彩,1
不爱交际,-1
鬼头鬼脑,-1
澹,1
回味无穷,1
败叶,-1
乱辩,-1
千姿百态,1
惬当,1
不乏,1
冲撞,-1
穷奢极侈,-1
掉队的飞机,-1
超伦,1
静态,1
愁惨,-1
忝,-1
一语双关,1
甩都不甩,-1
仗着,-1
不共戴天,-1
受屈,-1
从犯,-1
松垮,-1
表示赞成,1
婵蝉,1
有..倾向,-1
退坡,-1
努力的,1
山明水秀,1
无价值的,-1
天真无邪,1
老前辈,1
不安的状态,-1
嘲弄,-1
安身,1
清浅,1
丁是丁，卯是卯,1
表示赞成的,1
永垂不朽,1
欺骗,-1
妄言,-1
触怒,-1
疯狂地,-1
骄傲自满,-1
实干,1
喜兴,1
灿怒嚣憎,-1
使局促不安,-1
心酸,-1
苛求,-1
熬心,-1
舒松,1
嗜杀成性的人,-1
自白,1
甘旨,1
如画,1
虔信,1
疮痍满目,-1
有瘾的人,-1
励精图治,1
没天理,-1
系统,1
取悦,1
嫌贫,-1
国贼,-1
极贵重,1
熊,-1
晋职,1
迷恋者,-1
一下子爆发的一连串,-1
惠及,1
文武全才,1
传家宝,1
载歌载舞,1
解开,1
详,1
号手,1
雅致,1
痴恋,1
舒心,1
不可信的,-1
五味杂陈,-1
乱丢,-1
猪狗,-1
典雅的,1
小冲突,-1
滥用职权,-1
贤惠,1
有责任,1
使不适,-1
超越,1
嘀里嘟噜,-1
无救的,-1
酸楚,-1
伤害的,-1
骄纵,-1
造访,1
时机适宜的,1
游击队,-1
创制,1
倒楣,-1
重新陷入,-1
失检,-1
大方,1
蓊郁,1
徒然的,-1
败笔,-1
应下,1
昏昏欲睡的,-1
气势,1
不合格的,-1
伤风败俗,-1
绷着,-1
嘟嘟,1
匪盗,-1
妨碍,-1
使人敬畏的,1
风行,1
羞辱,-1
眩惑,-1
繁荣富强,1
噪音,-1
用矛刺,-1
鸣不平,-1
盛,1
世弊,-1
闹鬼,-1
迎来,1
凄冷,-1
可怕的人,-1
离索,-1
饮恨,-1
繁星,1
明争暗斗,-1
罚金,-1
起诉状,-1
出局,-1
敲诈者,-1
忧郁的,-1
庆典,1
放肆,-1
拷问的,-1
危如累卵,-1
活泼地,1
憷头,-1
不明,-1
傒倖,-1
破洞,-1
难取悦,-1
蒙事,-1
居功,-1
阿谀,-1
彪炳千古,1
满堂红,1
可以信赖,1
打哈欠,-1
闯劲,1
范文,1
蔼然,1
没受过教育,-1
愿意,1
惶恐不安,-1
本质,1
封闭式,-1
自如,1
道德的,1
自足,1
整饬,1
道德败坏,-1
残货,-1
高雅,1
劳驾,1
智勇双全,1
地动山摇,1
旷代,1
谨小慎微,1
巴不得,1
上,1
低迷,-1
一无所长,-1
怎麽混的,-1
泄恨,-1
骁,1
使陷入,-1
强壮有力,1
不习惯的,-1
欺诈,-1
不适应环境,-1
犯规,-1
次,-1
艰苦朴素,1
没说的,1
自负,-1
全心全意,1
提拔,1
木,-1
抵用,1
稀薄,-1
劣质的,-1
知觉,1
打仗,-1
从动,-1
没个好脸,-1
一脸横肉,-1
欢悦,1
肝胆过人,1
干娘,-1
忪,-1
咕哝,-1
百听不厌,1
贿选,-1
唱喏,1
骄傲自大,-1
芳心,1
秉直,1
衔恨,-1
高度兴奋,-1
有信心,1
烙跑,-1
灼然可见,1
乱砍,-1
反抗的,-1
蹭蹬,-1
成为障碍,-1
不耻,-1
人为,-1
轻轻,1
狗眼,-1
说,-1
恚,-1
反覆无常,-1
革新,1
无争论之馀地的,-1
帮忙,1
下道儿,-1
不可恢复,-1
延请,1
面目可憎,-1
指控,-1
笨拙的处理,-1
怨詈,-1
不平常的,-1
扶绥,1
期冀,1
什麽世界,-1
保卫,1
伤亡,-1
积郁,-1
彻亮,1
玩笑,-1
可塑,1
你完了,-1
淡淡,-1
触犯,-1
浊世,-1
浓挚,1
做人,1
宏才,1
诱获,-1
不光明正大,-1
依依,1
佳品,1
荒僻,-1
好说话,1
宁静,1
打怵,-1
成熟的,1
大肆,-1
诚笃,1
一元化,1
温和,1
半路出家,-1
慧黠,-1
实质性,1
有害的,-1
苛察,-1
搞什麽玩意,-1
隐然,-1
愠怒,-1
反垄断,-1
藉口,-1
惹人恼怒,-1
茏,1
理性的,1
黑货,-1
刁蛮,-1
行径,-1
作色,-1
不管怎样地,-1
着想,1
奚幸,-1
唯唯诺诺,1
放怀,1
含悲,-1
走失的,-1
生机勃勃,1
结怨,-1
坦,1
好恨,-1
表现突出,1
讲究,1
清秀,1
朝不保夕,-1
左右两难,-1
收复,1
挚诚,1
凶兆,-1
骂不绝口,-1
健壮,1
爆炸的,-1
敢冒,-1
斗拳,-1
匠心独具,1
铮亮,1
不厚道的,-1
高处,1
撕破脸,-1
桎梏,-1
黯,-1
无理取闹,-1
璧还,1
摆治,-1
胡闹,-1
偷偷取得,-1
叱,-1
敲边鼓,1
据实,1
訾议,-1
盛年,1
乖蹇,-1
怔忪,-1
绝不,-1
变污,-1
酬应,1
倍儿棒,1
才艺,1
衰落,-1
高瞻远瞩,1
光灿灿,1
不遗馀力,1
不结果的,-1
使毁灭,-1
流空,-1
古道热肠,1
颁赏,1
洪炉,1
百读不厌,1
桀纣,-1
大节,1
伤生,-1
丢脸,-1
彩牌楼,1
要好,1
好笑,1
不稳定的,-1
使晕眩,-1
眼馋,1
远虑,1
跹,1
轻便,1
从容,1
遭罪,-1
擅自,-1
屈枉,-1
使极,-1
放纵的,-1
横渡,-1
名声大,1
髀肉复生,1
胡子拉碴,-1
由他去,-1
蔼,1
畅怀,1
强势,1
情急拼命,-1
令人恐惧的,-1
至死不悟,-1
颠扑不破,1
搞屁,-1
婉约,1
逃走的人,-1
沈重的脚步声,-1
诱胁,-1
方舟,1
不称心地,-1
拔翠,1
贪婪地吃,-1
敌伪,-1
停滞,-1
讨厌的人,-1
并辔,1
提升,1
夹道欢迎,1
大道,1
残兵,-1
取信,1
无聊毙,-1
通顺,1
蓬散,-1
成心,-1
碎,-1
摇摇欲坠,-1
麻醉药物,-1
疲倦的,-1
急智,1
谤议,-1
沈重的步伐,-1
谗害,-1
有分寸的,1
珍本,1
任侠,1
熠,1
会蔓延,-1
遮盖,-1
杂念,-1
祸延,-1
不说话,-1
疼,1
选拔,1
数得着,1
瑰宝,1
志士,1
痛不欲生,-1
花招,-1
漆黑一团,-1
扬眉吐气,1
洪福,1
煌,1
败草,-1
应准,1
攻无不克,1
数不上,-1
媚世,-1
可称赞,1
刁钻,-1
勇敢,1
厄运,-1
急流,-1
闹大,-1
颠覆,-1
亮晃晃,1
惨厉,-1
出尘,1
死蚊子,-1
使缓和,1
有教养,1
白受气,-1
穷奢极欲,-1
艳称,1
变阴暗,-1
干劲,1
鉴赏,1
得中,1
时髦,1
惨不忍睹,-1
红润,1
不义,-1
匡,1
规则,1
惰,-1
直,1
论战,-1
叮咚,1
由爱生恨,-1
张扬,-1
精装,1
鸡毛蒜皮,-1
想不到的,-1
快利,1
得主,1
新型,1
丰盛,1
繁富,1
悟道,1
破约,-1
醉汉,-1
不亦乐乎,1
丧胆,-1
把牢,1
足赤,1
忠贞不贰,1
狂热者,-1
部署,1
洵,1
嬉皮笑脸,-1
宝物,1
隐患,-1
浓郁,1
把柄,-1
合理的,1
使对立,-1
裹足不前,-1
细弱,-1
难相处,-1
绝无,1
不是,-1
背信,-1
悍然不顾,-1
难达到,-1
不服从的,-1
气冲牛斗,-1
有帮手,1
敌意,-1
花容失色,-1
偏枯,-1
浅易,1
蛮横无理,-1
家喻户晓,1
骂髒话,-1
食人者,-1
烦腻,-1
挺括,1
气势汹汹,-1
俏美,1
应斥责,-1
安安稳稳,1
荒唐的,-1
联络,-1
得济,1
顺当,1
有知觉的,1
败家女,-1
令人伤心的,-1
脸上下不来,-1
日薄西山,-1
珍贵,1
人情味,1
甘当,1
穷凶极恶,-1
过头,-1
冒犯,-1
严,-1
不屑一顾,-1
不愿意的,-1
杂糅,-1
粗俗的,-1
下不了台,-1
二把刀,-1
美称,1
所向披靡,1
有道德,1
使破烂,-1
倒塌,-1
最小限度,-1
充血,-1
受罚,-1
变破烂,-1
干干巴巴,-1
矻矻,1
受过,-1
背人,-1
变幻无常,-1
低,-1
罗哩吧唆,-1
使隔绝,-1
面有难色,-1
愚蠢,-1
悱,-1
窝囊,-1
和暖,1
惹祸,-1
厨师,1
错失,-1
乱诌,-1
闻风丧胆,-1
朋友,1
甘美多汁,1
哀悯,-1
抱头鼠窜,-1
热劲,1
感到抱歉的,-1
释放善意,1
历历可数,1
不厌其详,1
没心没肺,-1
老虎屁股摸不得,-1
坏的东西或情形,-1
弱,-1
面善,1
脓包,-1
使费解,-1
设圈套,-1
透不过气来,-1
多阴雨,-1
无意识的,-1
胆大妄为的,-1
愉快地说,1
肏你,-1
急躁,-1
目光如豆,-1
咎由自取,-1
奸佞,-1
著名,1
摩肩接踵,-1
侵犯,-1
模糊不清的事物,-1
心驰神往,1
让人讦,-1
辉耀,1
飒爽英姿,1
座上客,1
粗野,-1
旧式,-1
摩登,1
精细的,1
奔赴,1
乐意的,1
丧失的,-1
度量大,1
有天赋的,1
横肉,-1
牙碜,-1
不慎,-1
数得上,1
宝重,1
变得阴沈,-1
喜气洋洋,1
莽,-1
彩云,1
博学多闻,1
玎珰,1
明白的,1
狡计,-1
鸡屎肚,-1
婉,1
搞投机,-1
有头有脸,1
淡而无味,-1
崇高,1
攻读,1
脾气暴,-1
闲闲没事,-1
圣手,1
浩瀚,1
困穷,-1
伤心死了,-1
深入,1
兜售,-1
致死的,-1
窃国,-1
做霸占行为,-1
沈重的,-1
争光,1
友谊,1
优礼,1
乐嗬嗬,1
孱,-1
鹄望,1
忘恩,-1
漠然置之,-1
管教好,1
可读性,1
恒量,1
残忍的,-1
荐举,1
有品格,1
赌注,-1
弱不禁风,-1
褒美,1
头壳坏掉,-1
摆脱了的,-1
己见,-1
松散散,-1
无价的,1
冲锋,1
盲从,-1
苍劲,1
香艳,-1
不容,-1
敦,1
恭而敬之,1
祝福,1
时彦,1
打斗,-1
看低,-1
缺失,-1
伏击,-1
不堪设想,-1
虚华,-1
逼真的,1
失去母兽的小动物,-1
蠢货,-1
起眼儿,1
实利的,-1
甜润,1
变通,1
慧心,1
难以置信,-1
堪称第一,1
镇静,1
温良,1
灵动,1
尊奉,1
伸张正义,1
倥,-1
徵税,-1
沈寂,-1
前所未见,1
大义凛然,1
食言,-1
不许,-1
济济,1
审判,-1
忠忱,1
升平,1
笨的,-1
带修辞色彩,1
陷於,-1
雅怀,1
似乎,-1
同等重要,1
悖理,-1
漂浮,-1
故障,-1
灯红酒绿,-1
未雨绸缪,-1
爆满,1
坏情,-1
腴,1
简单化,1
企图,-1
最好,1
有碍,-1
现眼,-1
不苟,1
报忧,-1
心动,1
力挽狂澜,1
坦率,1
施舍慷慨的,1
栩栩如生,1
哀悼者,-1
恐怖手段,-1
使发狂,-1
用话刺痛,-1
作为消遣,1
鬼东西,-1
